Region,Unit,Segment,Business,Year,Losses,Expenses,Premium
Belandia,Unit10,Small,Doctors,2014,423059.2951,1212449.389,1423271.511
Belandia,Unit10,Small,Doctors,2015,335561.3807,715704.2265,1297851.078
Belandia,Unit10,Small,Doctors,2016,1596112.467,2452856.444,6082864.86
Belandia,Unit10,Small,Criminals,2012,81383.24711,69255.43686,-272920.9927
Belandia,Unit10,Small,Criminals,2013,57172.53235,38638.6386,-267535.5104
Belandia,Unit10,Small,Criminals,2014,126945.1718,-20160.949,3368927.906
Belandia,Unit10,Small,Criminals,2015,22531.70186,10273.21701,59899.65077
Belandia,Unit10,Small,Criminals,2016,2794050.738,1954673.577,9019450.883
Belandia,Unit10,Small,Third Party,2012,0,-10041.94406,0
Belandia,Unit10,Small,Third Party,2015,24.23737721,51947.7734,0
Belandia,Unit10,Small,Third Party,2016,130410303.8,25735470.04,128783250.9
Belandia,Unit10,Small,Packaging,2012,23788700.5,13815274.12,37980095.54
Belandia,Unit10,Small,Packaging,2013,24347378.31,13296580.2,35771950.79
Belandia,Unit10,Small,Packaging,2014,23802586.68,12119642.69,34710223.62
Belandia,Unit10,Small,Packaging,2015,20359423.98,14824336.61,34218033.87
Belandia,Unit10,Small,Packaging,2016,20913494.72,16155425.86,33914943.06
Belandia,Unit10,Small,Travel,2012,158530863.9,95037634.77,263834635.8
Belandia,Unit10,Small,Travel,2013,139711506.9,76672603.68,205895149.4
Belandia,Unit10,Small,Travel,2014,155362115.7,70561183.75,212363199.6
Belandia,Unit10,Small,Travel,2015,174730595.7,74102982.79,223244994.9
Belandia,Unit10,Small,Travel,2016,228418342.5,92818467.62,285510390
Belandia,Unit10,Small,NA,2012,0,0,0
Belandia,Unit10,Small,NA,2013,0,-0.013033927,0
Belandia,Unit10,Small,NA,2014,0,0,0
Belandia,Unit10,Small,NA,2015,0,0,0
Belandia,Unit10,Small,NA,2016,0,0,0
Belandia,Unit10,Small,NA,2012,24220.03936,-4296606.967,-0.027862873
Belandia,Unit10,Small,NA,2013,60176.68097,-1279042.381,0
Belandia,Unit10,Small,NA,2014,88352.70136,374566.4599,0
Belandia,Unit10,Small,NA,2015,-136561.0438,230027.7202,126906.1469
Belandia,Unit10,Small,NA,2016,10588567.82,16040729.68,18929355.62
Belandia,Unit10,Small,Combined,2012,0,-2108.033515,0
Belandia,Unit10,Small,Combined,2016,-0.025546139,1.219798384,0.14097986
Belandia,Unit10,Small,Housing,2012,127629209.6,123489102.7,255429679.9
Belandia,Unit10,Small,Housing,2013,92536304.6,105022135.9,224408541
Belandia,Unit10,Small,Housing,2014,113302285.6,120664772.4,219367262.1
Belandia,Unit10,Small,Housing,2015,109552337.1,99440380.74,192294048.9
Belandia,Unit10,Small,Housing,2016,220307670.3,154993300.1,451697140.2
Belandia,Unit10,Small,Accidents,2012,0,-7953.470498,0
Belandia,Unit10,Small,Accidents,2015,0,-155.0943922,-939.0851218
Belandia,Unit10,Small,Accidents,2016,50842688,10944416.3,56244169.65
Cergo,Unit11,Big,Doctors,2012,0,0,0
Cergo,Unit11,Big,Doctors,2015,0,0,0
Cergo,Unit11,Big,Criminals,2012,0,0,0
Cergo,Unit11,Big,Criminals,2014,0,6945.650083,0
Cergo,Unit11,Big,Criminals,2015,4722960.195,84812.07423,30189.23642
Cergo,Unit11,Big,Criminals,2016,19573828.38,1805425.527,2443619.437
Cergo,Unit11,Big,Third Party,2012,0,0,0
Cergo,Unit11,Big,Third Party,2014,387723.917,261605.1775,619146.0109
Cergo,Unit11,Big,Third Party,2015,267065.556,346802.9063,954450.1443
Cergo,Unit11,Big,Third Party,2016,5973572.102,2653523.846,5530796.422
Cergo,Unit11,Big,Packaging,2012,0,0,0
Cergo,Unit11,Big,Packaging,2014,25277.22081,31065.64521,156855.747
Cergo,Unit11,Big,Packaging,2015,135820.9982,-41257.1877,112529.3791
Cergo,Unit11,Big,Packaging,2016,1201673.747,1122105.144,3159839.408
Cergo,Unit11,Big,Travel,2012,0,0,0
Cergo,Unit11,Big,Travel,2014,79409.33421,293106.4602,104329.5286
Cergo,Unit11,Big,Travel,2015,120343.2501,34886.55082,162056.785
Cergo,Unit11,Big,Travel,2016,3358744.975,1690003.572,5921240.568
Cergo,Unit11,Big,NA,2012,0,0,0
Cergo,Unit11,Big,NA,2014,0,0,0
Cergo,Unit11,Big,NA,2015,0,0,0
Cergo,Unit11,Big,NA,2016,0,0,0
Cergo,Unit11,Big,NA,2012,0,0,0
Cergo,Unit11,Big,NA,2016,1520553.15,258818.253,11839831.64
Cergo,Unit11,Big,Combined,2012,0,0,0
Cergo,Unit11,Big,Combined,2015,90674.76846,0,0
Cergo,Unit11,Big,Housing,2012,0,0,0
Cergo,Unit11,Big,Housing,2014,261486.175,99913.63324,1298878.576
Cergo,Unit11,Big,Housing,2015,346085.3111,436509.8746,1931358.754
Cergo,Unit11,Big,Housing,2016,15718211.28,6104787.028,15464512.66
Cergo,Unit11,Big,Accidents,2012,0,0,0
Cergo,Unit11,Big,Doctors,2012,0,0,0
Cergo,Unit11,Big,Criminals,2012,0,0,0
Cergo,Unit11,Big,Criminals,2014,91181.59182,871795.4135,619916.636
Cergo,Unit11,Big,Criminals,2015,2079883.871,807655.6122,1322633.59
Cergo,Unit11,Big,Third Party,2012,0,0,0
Cergo,Unit11,Big,Third Party,2014,4784919.91,1486303.219,3235116.593
Cergo,Unit11,Big,Third Party,2015,2621948.28,1514086.829,3581679.025
Cergo,Unit11,Big,Packaging,2012,0,0,0
Cergo,Unit11,Big,Packaging,2014,1011906.201,924176.7126,1217453.827
Cergo,Unit11,Big,Packaging,2015,1161512.864,654918.2903,2497351.29
Cergo,Unit11,Big,Travel,2012,0,0,0
Cergo,Unit11,Big,Travel,2014,3050035.995,3920097.615,4421499.336
Cergo,Unit11,Big,Travel,2015,2799827.666,-629669.9795,4368561.385
Cergo,Unit11,Big,NA,2012,0,0,0
Cergo,Unit11,Big,NA,2014,0,0,0
Cergo,Unit11,Big,NA,2015,0,0,0
Cergo,Unit11,Big,NA,2012,0,0,0
Cergo,Unit11,Big,Combined,2012,0,0,0
Cergo,Unit11,Big,Housing,2012,0,0,0
Cergo,Unit11,Big,Housing,2014,5740996.657,3838219.503,10376878.87
Cergo,Unit11,Big,Housing,2015,6614798.571,3362842.598,11634612.36
Cergo,Unit11,Big,Accidents,2012,0,0,0
Cergo,Unit11,Small,Doctors,2012,0,0,0
Cergo,Unit11,Small,Doctors,2013,0,0,0
Cergo,Unit11,Small,Criminals,2012,866144.7114,1224492.474,1099609.869
Cergo,Unit11,Small,Criminals,2013,375625.1173,1517492.149,2539401.002
Cergo,Unit11,Small,Criminals,2014,519801.8209,2575622.777,3501797.395
Cergo,Unit11,Small,Criminals,2015,628283.7484,2132225.493,3995283.291
Cergo,Unit11,Small,Criminals,2016,5206565.192,2379892.462,4648974.493
Cergo,Unit11,Small,Third Party,2012,1040023.595,961840.0371,2277993.012
Cergo,Unit11,Small,Third Party,2013,6641537.74,1385127.128,2522100.666
Cergo,Unit11,Small,Third Party,2014,239020.837,440518.9981,505334.6019
Cergo,Unit11,Small,Third Party,2015,233847.6657,289757.0541,729581.9497
Cergo,Unit11,Small,Third Party,2016,377882.6733,322621.7361,680346.0695
Cergo,Unit11,Small,Packaging,2012,797872.3202,851514.0305,1475652.113
Cergo,Unit11,Small,Packaging,2013,1024796.904,927579.3092,1654711.393
Cergo,Unit11,Small,Packaging,2014,181971.7924,461217.6384,588535.2319
Cergo,Unit11,Small,Packaging,2015,151183.8723,254454.9404,691118.4309
Cergo,Unit11,Small,Packaging,2016,197487.2638,213660.5883,322890.1681
Cergo,Unit11,Small,Travel,2012,38802627.57,23404730.48,55566306.15
Cergo,Unit11,Small,Travel,2013,51353052.42,31920428.32,72331314.62
Cergo,Unit11,Small,Travel,2014,72349508.94,43962357.17,104943350.7
Cergo,Unit11,Small,Travel,2015,90105334.11,62876793.63,133205663.1
Cergo,Unit11,Small,Travel,2016,109483934.2,89898928.27,195810717.2
Cergo,Unit11,Small,NA,2012,0,0,0
Cergo,Unit11,Small,NA,2013,0,0,0
Cergo,Unit11,Small,NA,2014,0,0,0
Cergo,Unit11,Small,NA,2015,0,0,0
Cergo,Unit11,Small,NA,2016,0,0,0
Cergo,Unit11,Small,NA,2012,0,0,0
Cergo,Unit11,Small,NA,2014,0,-1010302.46,0
Cergo,Unit11,Small,NA,2015,367250.1447,0,0
Cergo,Unit11,Small,NA,2016,-1412509.657,-289776.8628,-11895530.87
Cergo,Unit11,Small,Combined,2012,0,0,0
Cergo,Unit11,Small,Housing,2012,15660602.13,8227955.225,15738129.37
Cergo,Unit11,Small,Housing,2013,20746536.62,9601482.089,21251709.92
Cergo,Unit11,Small,Housing,2014,8932746.058,10205908.96,19578763.73
Cergo,Unit11,Small,Housing,2015,10621820.14,11113841.96,24648801.93
Cergo,Unit11,Small,Housing,2016,15204676.2,15264861.22,33244315.87
Cergo,Unit11,Small,Accidents,2012,0,303.3017787,0
Cergo,Unit11,Small,Accidents,2013,87629.14766,3063.97103,-270.8079638
Cergo,Unit13,Big,Doctors,2014,0,1226.384213,0
Cergo,Unit13,Big,Doctors,2015,0,505.1255355,0
Cergo,Unit13,Big,Doctors,2016,1182030.753,3091728.17,5391828.156
Cergo,Unit13,Big,Criminals,2014,0,621.1309275,0
Cergo,Unit13,Big,Criminals,2015,17245.43881,24924.21843,37237.29447
Cergo,Unit13,Big,Criminals,2016,1098773.737,3843046.894,4608642.779
Cergo,Unit13,Big,Third Party,2014,163732.0943,222.9450148,451150.9168
Cergo,Unit13,Big,Third Party,2015,1260587.247,423790.2962,1732429.277
Cergo,Unit13,Big,Third Party,2016,11268556.35,6414114.923,15853924.51
Cergo,Unit13,Big,Packaging,2014,-23829.46063,-58818.34258,70555.18043
Cergo,Unit13,Big,Packaging,2015,-5969.078815,-54445.31644,75920.4499
Cergo,Unit13,Big,Packaging,2016,9380088.076,6029157.466,13469875.35
Cergo,Unit13,Big,Travel,2014,-270597.9836,-439131.2673,207362.9459
Cergo,Unit13,Big,Travel,2015,-401226.5585,-420285.1836,196385.3106
Cergo,Unit13,Big,Travel,2016,5583004.126,2765025.172,10340643.03
Cergo,Unit13,Big,NA,2014,0,0,0
Cergo,Unit13,Big,NA,2015,0,0,0
Cergo,Unit13,Big,NA,2016,0,0,0
Cergo,Unit13,Big,NA,2014,-929536.5658,0,0
Cergo,Unit13,Big,NA,2015,2195907.838,38945.67389,163003.0911
Cergo,Unit13,Big,NA,2016,-2149136.78,-11954729.32,-21211147.45
Cergo,Unit13,Big,Housing,2014,769728.8148,3746208.225,4380760.273
Cergo,Unit13,Big,Housing,2015,1595471.097,3527218.381,8130478.466
Cergo,Unit13,Big,Housing,2016,34674639.51,30849362.29,61285133.32
Cergo,Unit13,Big,Doctors,2012,0,0,0
Cergo,Unit13,Big,Doctors,2014,0,470331.8208,7093.049453
Cergo,Unit13,Big,Doctors,2015,0,353863.3068,190554.1332
Cergo,Unit13,Big,Criminals,2012,0,0,0
Cergo,Unit13,Big,Criminals,2014,0,474683.7965,27388.32593
Cergo,Unit13,Big,Criminals,2015,105305.2916,1019809.663,450978.3395
Cergo,Unit13,Big,Third Party,2012,0,0,0
Cergo,Unit13,Big,Third Party,2014,5298781.279,4192366.696,11709433.17
Cergo,Unit13,Big,Third Party,2015,6433196.489,5231776.665,13868753.84
Cergo,Unit13,Big,Packaging,2012,0,0,0
Cergo,Unit13,Big,Packaging,2014,6367061.641,3930357.812,10308727.13
Cergo,Unit13,Big,Packaging,2015,7756229.283,4734943.687,12666721.65
Cergo,Unit13,Big,Travel,2012,0,0,0
Cergo,Unit13,Big,Travel,2014,6173499.729,3231729.1,7469483.693
Cergo,Unit13,Big,Travel,2015,6694549.968,5268383.328,9993493.088
Cergo,Unit13,Big,NA,2012,0,0,0
Cergo,Unit13,Big,NA,2014,0,0,0
Cergo,Unit13,Big,NA,2015,0,0,0
Cergo,Unit13,Big,NA,2012,0,0,0
Cergo,Unit13,Big,NA,2014,0,0,0
Cergo,Unit13,Big,NA,2015,0,0,0
Cergo,Unit13,Big,Combined,2012,0,0,0
Cergo,Unit13,Big,Housing,2012,0,0,0
Cergo,Unit13,Big,Housing,2014,43802828.23,34424638.37,57228311.2
Cergo,Unit13,Big,Housing,2015,12072006.9,30034643.68,49627973.78
Cergo,Unit13,Big,Accidents,2012,0,0,0
Cergo,Unit13,Small,Doctors,2012,152700.9155,2286842.115,2751862.92
Cergo,Unit13,Small,Doctors,2013,1023262.257,1714927.915,2426046.572
Cergo,Unit13,Small,Doctors,2014,607096.9177,1136468.001,3009035.331
Cergo,Unit13,Small,Doctors,2015,974204.71,3229243.392,2491933.759
Cergo,Unit13,Small,Doctors,2016,0,-1143089.348,-2245606.06
Cergo,Unit13,Small,Criminals,2012,2662440.541,11693552.89,13521962.25
Cergo,Unit13,Small,Criminals,2013,170535.595,1468385.333,76584.8806
Cergo,Unit13,Small,Criminals,2014,-39.49758981,618133.9153,-149621.2941
Cergo,Unit13,Small,Criminals,2015,0,-112775.6339,721.6441559
Cergo,Unit13,Small,Criminals,2016,0,333464.6647,0
Cergo,Unit13,Small,Third Party,2012,3431610.053,2035952.556,5393470.518
Cergo,Unit13,Small,Third Party,2013,3859928.311,3873958.09,8612463.623
Cergo,Unit13,Small,Third Party,2014,87241.52092,125321.2923,325704.6638
Cergo,Unit13,Small,Third Party,2015,133611.7187,208028.4404,411238.9981
Cergo,Unit13,Small,Third Party,2016,152759.4486,228974.3162,416333.123
Cergo,Unit13,Small,Packaging,2012,5225830.568,2898294.96,7661886.493
Cergo,Unit13,Small,Packaging,2013,7169227.241,2829360.472,8561379.64
Cergo,Unit13,Small,Packaging,2014,40772.66404,125926.6718,32452.60361
Cergo,Unit13,Small,Packaging,2015,-2437.120724,10333.86013,45811.99932
Cergo,Unit13,Small,Packaging,2016,0,5040.022322,22165.87696
Cergo,Unit13,Small,Travel,2012,50719708.77,39970045.36,90147748.57
Cergo,Unit13,Small,Travel,2013,52933458.04,46340098.96,106784248.1
Cergo,Unit13,Small,Travel,2014,52478964.56,52359162.18,101435244.8
Cergo,Unit13,Small,Travel,2015,55751318.45,49218636.65,95161250.56
Cergo,Unit13,Small,Travel,2016,61914518.56,51938426.85,111168809.7
Cergo,Unit13,Small,NA,2012,0,0,0
Cergo,Unit13,Small,NA,2013,0,0,0
Cergo,Unit13,Small,NA,2014,0,0,0
Cergo,Unit13,Small,NA,2015,0,0,0
Cergo,Unit13,Small,NA,2016,0,0,0
Cergo,Unit13,Small,NA,2012,2180888.986,1787670.935,3141002.457
Cergo,Unit13,Small,NA,2013,4236872.001,5504806.298,10219653.26
Cergo,Unit13,Small,NA,2014,939382.5824,0,0
Cergo,Unit13,Small,NA,2015,-1713995.785,1522671.06,-376227.1787
Cergo,Unit13,Small,NA,2016,2177397.565,11078189.94,22825100.31
Cergo,Unit13,Small,Combined,2012,0,0,0
Cergo,Unit13,Small,Housing,2012,8838419.997,11848821.51,26368776.8
Cergo,Unit13,Small,Housing,2013,12535187.6,25699234.29,34939723.67
Cergo,Unit13,Small,Housing,2014,1421430.914,1314082.543,2478618.408
Cergo,Unit13,Small,Housing,2015,744113.7394,1862400.054,3241487.404
Cergo,Unit13,Small,Housing,2016,1178046.06,921556.4703,2634008.088
Cergo,Unit13,Small,Accidents,2012,0,0,0
Cergo,Unit14,Small,Doctors,2012,11533273.53,-620020.0538,73306257.28
Cergo,Unit14,Small,Doctors,2013,11570600.83,14838124.94,53084954.73
Cergo,Unit14,Small,Doctors,2014,11047788.08,13622124.2,41833129.08
Cergo,Unit14,Small,Doctors,2015,11849469.7,22679482.79,46503505.49
Cergo,Unit14,Small,Doctors,2016,15945303.18,27988861.21,68541953.78
Cergo,Unit14,Small,Criminals,2012,13110693.24,65156251.73,78826807.37
Cergo,Unit14,Small,Criminals,2013,13342260.73,95866454.79,111990554.1
Cergo,Unit14,Small,Criminals,2014,18468933.67,102286262.2,137051550.4
Cergo,Unit14,Small,Criminals,2015,26733507.79,99553667.43,140824688.6
Cergo,Unit14,Small,Criminals,2016,27847631.52,105799752.6,174713243.3
Cergo,Unit14,Small,Third Party,2012,-2359.440621,162294.6324,-0.0160511
Cergo,Unit14,Small,Third Party,2013,0,-45669.86062,0
Cergo,Unit14,Small,Third Party,2014,0,-123214.2255,0
Cergo,Unit14,Small,Third Party,2015,0,0,0
Cergo,Unit14,Small,Packaging,2012,0,0.136994553,0.012739205
Cergo,Unit14,Small,Packaging,2013,0,-482.4921223,0.006293995
Cergo,Unit14,Small,Packaging,2014,0,-187.5919042,0
Cergo,Unit14,Small,Packaging,2015,0,-1265.97227,0
Cergo,Unit14,Small,Travel,2012,2526034.282,2489651.715,14906941.79
Cergo,Unit14,Small,Travel,2013,3894855.606,8682202.163,17332702.73
Cergo,Unit14,Small,Travel,2014,4293663.076,9913431.17,20035658.72
Cergo,Unit14,Small,Travel,2015,5392105.621,8579393.527,22805014.23
Cergo,Unit14,Small,Travel,2016,6509212.732,5101753.126,23432330.16
Cergo,Unit14,Small,NA,2012,0,0,0
Cergo,Unit14,Small,NA,2013,0,0,0
Cergo,Unit14,Small,NA,2014,0,0,0
Cergo,Unit14,Small,NA,2015,0,0,0
Cergo,Unit14,Small,NA,2016,0,0,0
Cergo,Unit14,Small,NA,2012,0.967846369,9.528578874,0.24536719
Cergo,Unit14,Small,NA,2013,0,13656673.88,0
Cergo,Unit14,Small,NA,2014,42416824,18415571.29,43858291.96
Cergo,Unit14,Small,NA,2015,51556303.51,21361683.31,51634249.18
Cergo,Unit14,Small,NA,2016,61375341.21,31326660.79,50308835.04
Cergo,Unit14,Small,Combined,2012,0,0,0
Cergo,Unit14,Small,Housing,2012,11293042.99,57315576.89,78273508.13
Cergo,Unit14,Small,Housing,2013,13858587.38,38946869.78,72320923.99
Cergo,Unit14,Small,Housing,2014,13553453.01,24741114.39,76198224.55
Cergo,Unit14,Small,Housing,2015,22917394.32,59509576.59,137253056.6
Cergo,Unit14,Small,Housing,2016,30829989.99,98094450.54,209675891.6
Cergo,Unit14,Small,Accidents,2012,0,0,0
Delur,Unit15,Big,Doctors,2012,0,-8051.012035,-1470935.765
Delur,Unit15,Big,Doctors,2016,206088363.6,88789542.46,312242013.7
Delur,Unit15,Big,Criminals,2012,91030.60883,68618.71592,316288.1328
Delur,Unit15,Big,Criminals,2016,197517533.7,270576211.7,613914414.9
Delur,Unit15,Big,Third Party,2012,305034126.3,66058777.15,309940282.1
Delur,Unit15,Big,Third Party,2016,1431881007,438800749.8,1688940253
Delur,Unit15,Big,Packaging,2012,44386210.26,25811272.37,55023605.81
Delur,Unit15,Big,Packaging,2016,94888047.82,43149332.79,143957182.7
Delur,Unit15,Big,Travel,2012,103250394.4,44091106.62,165496738.2
Delur,Unit15,Big,Travel,2016,212702757.8,76316818.62,225147798.5
Delur,Unit15,Big,NA,2012,0,0,0
Delur,Unit15,Big,NA,2016,0,0,0
Delur,Unit15,Big,NA,2012,5418610.705,11349.73421,5606171.081
Delur,Unit15,Big,NA,2016,-88801392.84,88520759.3,28184501.83
Delur,Unit15,Big,Combined,2012,0,0,0
Delur,Unit15,Big,Combined,2016,-1984.720667,7135180.394,5805.328543
Delur,Unit15,Big,Housing,2012,452365239,160830998.4,587166347.6
Delur,Unit15,Big,Housing,2016,361232363.4,207044924.7,576220949.4
Delur,Unit15,Big,Accidents,2012,568559296.2,151790136.7,793492691.3
Delur,Unit15,Big,Accidents,2016,660604168.5,228860187.2,915648434.2
Delur,Unit16,Big,Doctors,2013,219579987.5,95973769.83,329880060
Delur,Unit16,Big,Doctors,2014,211735381.3,86085195.78,284790727.5
Delur,Unit16,Big,Doctors,2015,236641680.3,102728028.6,318476009.3
Delur,Unit16,Big,Criminals,2013,246253403.7,280302763.2,636960461.3
Delur,Unit16,Big,Criminals,2014,257324437.5,272729907.8,636215181.5
Delur,Unit16,Big,Criminals,2015,259239292.9,262181145.6,601068673.8
Delur,Unit16,Big,Third Party,2013,1489870552,651072001.6,2104622895
Delur,Unit16,Big,Third Party,2014,1628724419,681267602.6,2073062943
Delur,Unit16,Big,Third Party,2015,1824848251,793754328.1,2355229101
Delur,Unit16,Big,Packaging,2013,238359751.7,98520241.56,363954047
Delur,Unit16,Big,Packaging,2014,171307178.3,132923445.2,387817623.5
Delur,Unit16,Big,Packaging,2015,126141808.6,132802032.4,411528250.8
Delur,Unit16,Big,Travel,2013,464504414.4,257092347.4,698373902.5
Delur,Unit16,Big,Travel,2014,497087239.6,250218195.6,708395387
Delur,Unit16,Big,Travel,2015,527098096.5,273204911.8,821663825
Delur,Unit16,Big,NA,2013,0,-0.009564998,0
Delur,Unit16,Big,NA,2014,0,0,0
Delur,Unit16,Big,NA,2015,0,0,0
Delur,Unit16,Big,NA,2013,516506736.1,324834771.3,845324222.2
Delur,Unit16,Big,NA,2014,478607742.2,414821885.8,816400953.1
Delur,Unit16,Big,NA,2015,357509395.3,405921864.9,841656356.7
Delur,Unit16,Big,Combined,2013,363949.4454,808953.5902,-123334.7944
Delur,Unit16,Big,Combined,2014,59176.62278,1192724.436,-10297823.01
Delur,Unit16,Big,Combined,2015,0,5982425.757,11917.11515
Delur,Unit16,Big,Housing,2013,463217334.7,362275155.3,1152147179
Delur,Unit16,Big,Housing,2014,518106357.3,346753450.8,1196357369
Delur,Unit16,Big,Housing,2015,542781882.3,376097683.8,1154574187
Delur,Unit16,Big,Accidents,2013,844078760.6,229446644.6,1095358890
Delur,Unit16,Big,Accidents,2014,790942181,226177692.9,1076496504
Delur,Unit16,Big,Accidents,2015,891349597.2,245557871.6,1105041694
Delur,Unit16,Small,Doctors,2016,506.4540004,-632034.2613,54.40968024
Delur,Unit16,Small,Criminals,2016,11035662.59,12514994.4,21887483.19
Delur,Unit16,Small,Third Party,2016,233776328.4,246889083.9,447179649.1
Delur,Unit16,Small,Packaging,2016,82373369.64,93184256.69,254091474.2
Delur,Unit16,Small,Travel,2016,410543932.9,213412645.9,605820101.1
Delur,Unit16,Small,NA,2016,0,0,0
Delur,Unit16,Small,NA,2016,679022039,486210505.1,1281680296
Delur,Unit16,Small,Combined,2016,0,-1340.775795,0
Delur,Unit16,Small,Housing,2016,140333673.3,133645088.8,351705172.1
Delur,Unit16,Small,Accidents,2016,304359524.8,16420013.04,302288952
